Entity,Code,Year,"Crude divorce rate (per 1,000 inhabitants)",Duration of marriages ending in divorce,143153-annotations,Share of single parent families,"Estimated average age at marriage, women"
Ecuador,ECU,1997,NA,12,Mean duration,NA,NA
Ecuador,ECU,1998,NA,11.80000019,Mean duration,NA,NA
Ecuador,ECU,1999,NA,12.19999981,Mean duration,NA,22.299999
Ecuador,ECU,2000,NA,12.5,Mean duration,NA,NA
Ecuador,ECU,2001,NA,12.89999962,Mean duration,11,NA
Ecuador,ECU,2002,NA,12.69999981,Mean duration,NA,NA
Ecuador,ECU,2003,NA,12.89999962,Mean duration,NA,NA
Ecuador,ECU,2004,NA,13,Mean duration,NA,22.200001
Ecuador,ECU,2005,0.89999998,13.5,Mean duration,NA,NA
Ecuador,ECU,2006,1.1,13.69999981,Mean duration,NA,NA
Ecuador,ECU,2007,NA,13.89999962,Mean duration,NA,NA
Ecuador,ECU,2008,NA,14,Mean duration,NA,NA
Ecuador,ECU,2009,NA,14.39999962,Mean duration,NA,NA
Ecuador,ECU,2010,NA,14.30000019,Mean duration,12.4,NA
Ecuador,ECU,2011,NA,14.60000038,Mean duration,NA,NA
Ecuador,ECU,2012,NA,14.80000019,Mean duration,NA,NA
Ecuador,ECU,2013,NA,15.19999981,Mean duration,NA,NA
Ecuador,ECU,2014,NA,15.19999981,Mean duration,NA,NA
Ecuador,ECU,2015,NA,15.69999981,Mean duration,NA,NA
Ecuador,ECU,2016,NA,15.19999981,Mean duration,NA,NA
Ecuador,ECU,2017,NA,14.69999981,Mean duration,NA,NA
Ecuador,ECU,2018,NA,14.89999962,Mean duration,NA,NA
Egypt,EGY,1970,2,NA,NA,NA,NA
Egypt,EGY,1980,NA,NA,NA,NA,21.4
Egypt,EGY,1985,1.6,NA,NA,NA,NA
Egypt,EGY,1988,NA,NA,NA,NA,22.1
Egypt,EGY,1992,NA,NA,NA,6.4,22.4
Egypt,EGY,1995,1.1,NA,NA,7.3,22.299999
Egypt,EGY,2000,NA,NA,NA,6.9,22.700001
Egypt,EGY,2003,NA,NA,NA,7.2,22.700001
Egypt,EGY,2005,0.89999998,NA,NA,7.1,23
Egypt,EGY,2006,0.89999998,NA,NA,NA,NA
Egypt,EGY,2008,NA,NA,NA,7.8,22.700001
Egypt,EGY,2014,NA,NA,NA,7.1,22
El Salvador,SLV,1970,0.2,NA,NA,NA,NA
El Salvador,SLV,1985,0.40000001,NA,NA,NA,20
El Salvador,SLV,1992,NA,NA,NA,9.8,NA
El Salvador,SLV,1995,0.40000001,NA,NA,NA,NA
El Salvador,SLV,1998,NA,NA,NA,NA,21.5
El Salvador,SLV,2002,NA,NA,NA,NA,22
El Salvador,SLV,2005,0.69999999,NA,NA,NA,NA
El Salvador,SLV,2006,0.80000001,NA,NA,NA,NA
El Salvador,SLV,2007,NA,NA,NA,13.2,NA
El Salvador,SLV,2008,NA,NA,NA,NA,21.9
El Salvador,SLV,2014,NA,NA,NA,NA,22.6
Equatorial Guinea,GNQ,2000,NA,NA,NA,NA,21.299999
Equatorial Guinea,GNQ,2011,NA,NA,NA,NA,20.5
Eritrea,ERI,1995,NA,NA,NA,NA,19.5
Eritrea,ERI,2002,NA,NA,NA,NA,20.6
Estonia,EST,1960,2.0999999,NA,NA,NA,NA
Estonia,EST,1961,2.0999999,NA,NA,NA,NA
Estonia,EST,1962,2,NA,NA,NA,NA
Estonia,EST,1963,2.2,NA,NA,NA,NA
Estonia,EST,1964,2.5,NA,NA,NA,NA
Estonia,EST,1965,2.3,NA,NA,NA,NA
Estonia,EST,1966,3.2,NA,NA,NA,NA
Estonia,EST,1967,3.2,NA,NA,NA,NA
Estonia,EST,1968,3.0999999,NA,NA,NA,NA
Estonia,EST,1969,3.3,NA,NA,NA,NA
Estonia,EST,1970,3.2,NA,NA,NA,NA
Estonia,EST,1971,3.2,NA,NA,NA,NA
Estonia,EST,1972,3.3,NA,NA,NA,NA
Estonia,EST,1973,3.2,NA,NA,NA,NA
Estonia,EST,1974,3.3,NA,NA,NA,NA
Estonia,EST,1975,3.4000001,NA,NA,NA,NA
Estonia,EST,1976,3.5999999,NA,NA,NA,NA
Estonia,EST,1977,3.9000001,NA,NA,NA,NA
Estonia,EST,1978,3.8,NA,NA,NA,NA
Estonia,EST,1979,4.0999999,NA,NA,NA,NA
Estonia,EST,1980,4.0999999,NA,NA,NA,NA
Estonia,EST,1981,4.0999999,NA,NA,NA,NA
Estonia,EST,1982,3.9000001,NA,NA,NA,NA
Estonia,EST,1983,4.1999998,NA,NA,NA,NA
Estonia,EST,1984,4.0999999,NA,NA,NA,NA
Estonia,EST,1985,4,NA,NA,NA,NA
Estonia,EST,1986,3.9000001,NA,NA,NA,NA
Estonia,EST,1987,3.9000001,NA,NA,NA,NA
Estonia,EST,1988,3.8,NA,NA,NA,NA
Estonia,EST,1989,3.8,NA,NA,NA,NA
Estonia,EST,1990,3.7,NA,NA,NA,NA
Estonia,EST,1991,3.7,NA,NA,NA,NA
Estonia,EST,1992,4.3000002,NA,NA,NA,23
Estonia,EST,1993,3.9000001,NA,NA,NA,23.6
Estonia,EST,1994,3.8,NA,NA,NA,24.1
Estonia,EST,1995,5.1999998,NA,NA,NA,24.200001
Estonia,EST,1996,4,NA,NA,NA,24.200001
Estonia,EST,1997,3.8,NA,NA,NA,24.4
Estonia,EST,1998,3.2,NA,NA,NA,24.799999
Estonia,EST,1999,3.3,NA,NA,NA,25
Estonia,EST,2000,3,NA,NA,12.1,25.200001
Estonia,EST,2001,3.0999999,NA,NA,NA,25.5
Estonia,EST,2002,3,NA,NA,NA,25.799999
Estonia,EST,2003,2.9000001,NA,NA,NA,25.9
Estonia,EST,2004,3.0999999,NA,NA,NA,26.200001
Estonia,EST,2005,3,NA,NA,NA,26.4
Estonia,EST,2006,2.8,NA,NA,NA,26.6
Estonia,EST,2007,2.8,NA,NA,NA,27.1
Estonia,EST,2008,2.5999999,NA,NA,NA,27.4
Estonia,EST,2009,2.4000001,NA,NA,NA,27.799999
Estonia,EST,2010,2.2,NA,NA,NA,28
Estonia,EST,2011,2.3,NA,NA,NA,28.4
Estonia,EST,2012,2.4000001,NA,NA,NA,28.9
Estonia,EST,2013,2.5,NA,NA,NA,28.799999
Estonia,EST,2014,2.4000001,NA,NA,NA,29
Estonia,EST,2015,2.5999999,NA,NA,NA,29.299999
Estonia,EST,2016,2.5,NA,NA,NA,29.700001
Estonia,EST,2017,2.5,NA,NA,NA,NA
Eswatini,SWZ,1964,0,NA,NA,NA,NA
Eswatini,SWZ,2000,NA,NA,NA,NA,23.799999
Eswatini,SWZ,2006,NA,NA,NA,12.7,26
Eswatini,SWZ,2010,NA,NA,NA,NA,26.200001
Eswatini,SWZ,2014,NA,NA,NA,NA,26.5
Ethiopia,ETH,1981,NA,NA,NA,NA,17.6
Ethiopia,ETH,1990,NA,NA,NA,NA,19.4
Ethiopia,ETH,1999,2.4000001,NA,NA,NA,NA
Ethiopia,ETH,2000,NA,NA,NA,10.9,20.6
Ethiopia,ETH,2005,NA,NA,NA,9.9,20.9
Ethiopia,ETH,2010,NA,NA,NA,NA,21.200001
Ethiopia,ETH,2011,NA,NA,NA,10.2,NA
Ethiopia,ETH,2016,NA,NA,NA,11.6,21.299999
European Union (28 countries),NA,1965,0.80000001,NA,NA,NA,NA
European Union (28 countries),NA,1966,0.80000001,NA,NA,NA,NA
European Union (28 countries),NA,1968,0.80000001,NA,NA,NA,NA
European Union (28 countries),NA,1969,0.80000001,NA,NA,NA,NA
European Union (28 countries),NA,1970,0.89999998,NA,NA,NA,NA
European Union (28 countries),NA,1971,1,NA,NA,NA,NA
European Union (28 countries),NA,1972,1.2,NA,NA,NA,NA
European Union (28 countries),NA,1973,1.2,NA,NA,NA,NA
European Union (28 countries),NA,1974,1.3,NA,NA,NA,NA
European Union (28 countries),NA,1975,1.4,NA,NA,NA,NA
European Union (28 countries),NA,1976,1.4,NA,NA,NA,NA
European Union (28 countries),NA,1977,1.3,NA,NA,NA,NA
European Union (28 countries),NA,1978,1.3,NA,NA,NA,NA
European Union (28 countries),NA,1979,1.4,NA,NA,NA,NA
European Union (28 countries),NA,1980,1.5,NA,NA,NA,NA
European Union (28 countries),NA,1981,1.5,NA,NA,NA,NA
European Union (28 countries),NA,1982,1.6,NA,NA,NA,NA
European Union (28 countries),NA,1983,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1984,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1985,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1986,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1987,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1988,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1989,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1990,1.6,NA,NA,NA,NA
European Union (28 countries),NA,1991,1.6,NA,NA,NA,NA
European Union (28 countries),NA,1992,1.6,NA,NA,NA,NA
European Union (28 countries),NA,1993,1.6,NA,NA,NA,NA
European Union (28 countries),NA,1994,1.7,NA,NA,NA,NA
European Union (28 countries),NA,1995,1.8,NA,NA,NA,NA
European Union (28 countries),NA,1996,1.8,NA,NA,NA,NA
European Union (28 countries),NA,1997,1.8,NA,NA,NA,NA
European Union (28 countries),NA,1998,1.8,NA,NA,NA,NA
European Union (28 countries),NA,1999,1.8,NA,NA,NA,NA
European Union (28 countries),NA,2000,1.8,NA,NA,NA,NA
European Union (28 countries),NA,2001,1.8,NA,NA,NA,NA
European Union (28 countries),NA,2002,1.9,NA,NA,NA,NA
European Union (28 countries),NA,2003,2,NA,NA,NA,NA
European Union (28 countries),NA,2004,2,NA,NA,NA,NA
European Union (28 countries),NA,2005,2.0999999,NA,NA,NA,NA
European Union (28 countries),NA,2006,2.0999999,NA,NA,NA,NA
European Union (28 countries),NA,2007,2.0999999,NA,NA,NA,NA
European Union (28 countries),NA,2008,2,NA,NA,NA,NA
European Union (28 countries),NA,2009,1.9,NA,NA,NA,NA
European Union (28 countries),NA,2010,2,NA,NA,NA,NA
European Union (28 countries),NA,2011,2,NA,NA,NA,NA
European Union (28 countries),NA,2012,1.9,NA,NA,NA,NA
European Union (28 countries),NA,2013,1.9,NA,NA,NA,NA
European Union (28 countries),NA,2014,1.8,NA,NA,NA,NA
European Union (28 countries),NA,2015,1.9,NA,NA,NA,NA
Faeroe Islands,FRO,1970,0.40000001,NA,NA,NA,NA
Faeroe Islands,FRO,1985,0.69999999,NA,NA,NA,NA
Faeroe Islands,FRO,1991,NA,NA,NA,NA,28.200001
Faeroe Islands,FRO,1992,NA,NA,NA,NA,28.299999
Faeroe Islands,FRO,1996,0.69999999,NA,NA,NA,NA
Faeroe Islands,FRO,2005,1.4,NA,NA,NA,NA
Faeroe Islands,FRO,2006,1.3,NA,NA,NA,NA
Faeroe Islands,FRO,2008,NA,NA,NA,NA,30.700001
Faeroe Islands,FRO,2013,NA,NA,NA,NA,31
Faeroe Islands,FRO,2014,NA,NA,NA,NA,31.700001
Faeroe Islands,FRO,2015,NA,NA,NA,NA,30.9
Faeroe Islands,FRO,2016,NA,NA,NA,NA,30.799999
Faeroe Islands,FRO,2017,NA,NA,NA,NA,30.9
Falkland Islands,FLK,1971,3.5,NA,NA,NA,NA
Falkland Islands,FLK,1988,2.0999999,NA,NA,NA,NA
Falkland Islands,FLK,2016,NA,NA,NA,NA,29
Fiji,FJI,1970,0.5,NA,NA,NA,NA
Fiji,FJI,1976,NA,NA,NA,4.5,21.700001
Fiji,FJI,1979,0.69999999,NA,NA,NA,NA
Fiji,FJI,1986,NA,NA,NA,3.9,22.5
Fiji,FJI,1996,NA,NA,NA,5,NA
Fiji,FJI,2007,NA,NA,NA,5.2,24.1
Finland,FIN,1960,0.80000001,NA,NA,NA,NA
Finland,FIN,1961,0.89999998,NA,NA,NA,NA
Finland,FIN,1962,0.89999998,NA,NA,NA,NA
Finland,FIN,1963,0.89999998,NA,NA,NA,NA
Finland,FIN,1964,1,NA,NA,NA,NA
Finland,FIN,1965,1,NA,NA,NA,NA
Finland,FIN,1966,1.1,NA,NA,NA,NA
Finland,FIN,1967,1.1,NA,NA,NA,NA
Finland,FIN,1968,1.2,NA,NA,NA,NA
Finland,FIN,1969,1.3,NA,NA,NA,NA
Finland,FIN,1970,1.3,NA,NA,NA,NA
Finland,FIN,1971,1.6,NA,NA,NA,NA
Finland,FIN,1972,1.8,NA,NA,NA,NA
Finland,FIN,1973,1.9,NA,NA,NA,NA
Finland,FIN,1974,2.0999999,NA,NA,NA,NA
Finland,FIN,1975,2,NA,NA,NA,NA
Finland,FIN,1976,2.0999999,NA,NA,NA,NA
Finland,FIN,1977,2.0999999,NA,NA,NA,NA
Finland,FIN,1978,2.2,NA,NA,NA,NA
Finland,FIN,1979,2.0999999,NA,NA,NA,NA
Finland,FIN,1980,2,NA,NA,NA,NA
Finland,FIN,1981,2,NA,NA,NA,NA
Finland,FIN,1982,2,NA,NA,NA,NA
Finland,FIN,1983,2,NA,NA,NA,NA
Finland,FIN,1984,2,NA,NA,NA,NA
Finland,FIN,1985,1.8,NA,NA,NA,NA
Finland,FIN,1986,2,NA,NA,NA,NA
Finland,FIN,1987,2,NA,NA,NA,NA
Finland,FIN,1988,2.5,NA,NA,NA,NA
Finland,FIN,1989,2.9000001,NA,NA,NA,NA
Finland,FIN,1990,2.5999999,NA,NA,NA,26.299999
Finland,FIN,1991,2.5999999,NA,NA,NA,26.299999
Finland,FIN,1992,2.5999999,NA,NA,NA,26.6
Finland,FIN,1993,2.5,NA,NA,NA,26.799999
Finland,FIN,1994,2.7,NA,NA,NA,26.9
Finland,FIN,1995,2.7,NA,NA,NA,27.200001
Finland,FIN,1996,2.7,NA,NA,NA,NA
Finland,FIN,1997,2.5999999,NA,NA,NA,27.6
Finland,FIN,1998,2.7,NA,NA,NA,27.799999
Finland,FIN,1999,2.7,NA,NA,NA,28
Finland,FIN,2000,2.7,NA,NA,NA,28.299999
Finland,FIN,2001,2.5999999,NA,NA,NA,28.4
Finland,FIN,2002,2.5999999,NA,NA,NA,28.799999
Finland,FIN,2003,2.5999999,NA,NA,NA,29
Finland,FIN,2004,2.5,NA,NA,NA,29.5
Finland,FIN,2005,2.5999999,NA,NA,NA,29.4
Finland,FIN,2006,2.5,NA,NA,NA,29.5
Finland,FIN,2007,2.5,NA,NA,NA,29.700001
Finland,FIN,2008,2.5,NA,NA,NA,30
Finland,FIN,2009,2.5,NA,NA,NA,30
Finland,FIN,2010,2.5,NA,NA,6.7,30.200001
Finland,FIN,2011,2.5,NA,NA,NA,30.4
Finland,FIN,2012,2.4000001,NA,NA,NA,30.700001
Finland,FIN,2013,2.5,NA,NA,NA,30.4
Finland,FIN,2014,2.5,NA,NA,NA,30.6
Finland,FIN,2015,2.5,NA,NA,NA,31
Finland,FIN,2016,2.5,NA,NA,NA,31.299999
Finland,FIN,2017,2.4000001,NA,NA,NA,31.6
France,FRA,1970,0.80000001,NA,NA,NA,NA
France,FRA,1985,2,NA,NA,NA,NA
France,FRA,1995,2.0999999,NA,NA,NA,NA
France,FRA,1996,2,NA,NA,NA,NA
France,FRA,1997,2,NA,NA,NA,NA
France,FRA,1998,2,NA,NA,NA,28.1
France,FRA,1999,2,NA,NA,NA,28.200001
France,FRA,2000,1.9,NA,NA,NA,28.4
France,FRA,2001,1.9,NA,NA,NA,28.5
France,FRA,2002,1.9,NA,NA,NA,28.700001
France,FRA,2003,2.0999999,NA,NA,NA,28.9
France,FRA,2004,2.2,NA,NA,NA,29.200001
France,FRA,2005,2.5,NA,NA,NA,29.6
France,FRA,2006,2.2,NA,NA,NA,29.799999
France,FRA,2007,2.0999999,NA,NA,NA,30
France,FRA,2008,2.0999999,NA,NA,NA,30.200001
France,FRA,2009,2,NA,NA,NA,30.4
France,FRA,2010,2.0999999,NA,NA,NA,30.700001
France,FRA,2011,2,NA,NA,NA,30.799999
France,FRA,2012,2,NA,NA,NA,NA
France,FRA,2013,1.9,NA,NA,NA,31.700001
France,FRA,2014,1.9,NA,NA,NA,32.099998
France,FRA,2015,1.9,NA,NA,NA,32.200001
France,FRA,2016,1.9,NA,NA,NA,NA
France (metropolitan),NA,1960,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1961,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1962,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1963,0.60000002,NA,NA,NA,NA
France (metropolitan),NA,1964,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1965,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1966,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1967,0.80000001,NA,NA,NA,NA
France (metropolitan),NA,1968,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1969,0.69999999,NA,NA,NA,NA
France (metropolitan),NA,1970,0.80000001,NA,NA,NA,NA
France (metropolitan),NA,1971,0.89999998,NA,NA,NA,NA
France (metropolitan),NA,1972,1,NA,NA,NA,NA
France (metropolitan),NA,1973,1,NA,NA,NA,NA
France (metropolitan),NA,1974,1.1,NA,NA,NA,NA
France (metropolitan),NA,1975,1.2,NA,NA,NA,NA
France (metropolitan),NA,1976,1.1,NA,NA,NA,NA
France (metropolitan),NA,1977,1.4,NA,NA,NA,NA
France (metropolitan),NA,1978,1.5,NA,NA,NA,NA
France (metropolitan),NA,1979,1.5,NA,NA,NA,NA
France (metropolitan),NA,1980,1.5,NA,NA,NA,NA
France (metropolitan),NA,1981,1.6,NA,NA,NA,NA
France (metropolitan),NA,1982,1.7,NA,NA,NA,NA
France (metropolitan),NA,1983,1.8,NA,NA,NA,NA
France (metropolitan),NA,1984,1.9,NA,NA,NA,NA
France (metropolitan),NA,1985,1.9,NA,NA,NA,NA
France (metropolitan),NA,1986,2,NA,NA,NA,NA
France (metropolitan),NA,1987,1.9,NA,NA,NA,NA
France (metropolitan),NA,1988,1.9,NA,NA,NA,NA
France (metropolitan),NA,1989,1.9,NA,NA,NA,NA
France (metropolitan),NA,1990,1.9,NA,NA,NA,NA
France (metropolitan),NA,1991,1.9,NA,NA,NA,NA
France (metropolitan),NA,1992,1.9,NA,NA,NA,NA
France (metropolitan),NA,1993,1.9,NA,NA,NA,NA
France (metropolitan),NA,1994,2,NA,NA,NA,NA
France (metropolitan),NA,1995,2.0999999,NA,NA,NA,NA
France (metropolitan),NA,1996,2,NA,NA,NA,NA
France (metropolitan),NA,1997,2,NA,NA,NA,NA
France (metropolitan),NA,1998,2,NA,NA,NA,NA
France (metropolitan),NA,1999,2,NA,NA,NA,NA
France (metropolitan),NA,2000,1.9,NA,NA,NA,NA
France (metropolitan),NA,2001,1.9,NA,NA,NA,NA
France (metropolitan),NA,2002,1.9,NA,NA,NA,NA
France (metropolitan),NA,2003,2.0999999,NA,NA,NA,NA
France (metropolitan),NA,2004,2.2,NA,NA,NA,NA
France (metropolitan),NA,2005,2.5,NA,NA,NA,NA
France (metropolitan),NA,2006,2.2,NA,NA,NA,NA
France (metropolitan),NA,2007,2.0999999,NA,NA,NA,NA
France (metropolitan),NA,2008,2.0999999,NA,NA,NA,NA
France (metropolitan),NA,2010,2.0999999,NA,NA,NA,NA
France (metropolitan),NA,2011,2.0999999,NA,NA,NA,NA
French Guiana,GUF,1970,0.2,NA,NA,NA,NA
French Guiana,GUF,1982,NA,NA,NA,NA,27.5
French Guiana,GUF,1985,0.60000002,NA,NA,NA,NA
French Guiana,GUF,1995,0.69999999,NA,NA,NA,NA
French Guiana,GUF,1999,NA,NA,NA,NA,31.700001
French Guiana,GUF,2004,1.2,NA,NA,NA,NA
French Guiana,GUF,2005,1.3,NA,NA,NA,NA
French Guiana,GUF,2006,NA,NA,NA,NA,32
French Polynesia,PYF,1969,1.2,NA,NA,NA,NA
French Polynesia,PYF,1977,NA,NA,NA,NA,25.799999
French Polynesia,PYF,1996,NA,NA,NA,NA,29.9
French Polynesia,PYF,2007,NA,NA,NA,7.5,33.099998
French Polynesia,PYF,2012,NA,NA,NA,NA,33.799999
Gabon,GAB,2000,NA,NA,NA,5.3,22.1
Gabon,GAB,2012,NA,NA,NA,8.6,22.9
Gambia,GMB,2000,NA,NA,NA,NA,20.4
Gambia,GMB,2005,NA,NA,NA,NA,21.1
Gambia,GMB,2013,NA,NA,NA,4.8,21.5
Georgia,GEO,1970,1,NA,NA,NA,NA
Georgia,GEO,1979,NA,NA,NA,NA,22.5
Georgia,GEO,1985,1.2,NA,NA,NA,NA
Georgia,GEO,1989,NA,NA,NA,NA,22.4
Georgia,GEO,1995,0.5,NA,NA,NA,NA
Georgia,GEO,2002,NA,NA,NA,NA,23.700001
Georgia,GEO,2004,0.40000001,NA,NA,NA,NA
Georgia,GEO,2005,0.40000001,NA,NA,NA,NA
Georgia,GEO,2006,0.5,NA,NA,NA,NA
Georgia,GEO,2007,0.5,NA,NA,NA,NA
Georgia,GEO,2008,0.69999999,NA,NA,NA,NA
Georgia,GEO,2009,0.89999998,NA,NA,NA,NA
Georgia,GEO,2010,1.1,NA,NA,NA,NA
Georgia,GEO,2011,1.3,NA,NA,NA,NA
Georgia,GEO,2014,NA,NA,NA,NA,22.799999
Georgia,GEO,2015,2.4000001,NA,NA,NA,NA
Georgia,GEO,2016,2.5999999,NA,NA,NA,NA
Georgia,GEO,2017,2.7,NA,NA,NA,NA
Germany,DEU,1960,1,NA,NA,NA,NA
Germany,DEU,1961,1,NA,NA,NA,NA
Germany,DEU,1962,1,NA,NA,NA,NA
Germany,DEU,1963,1,NA,NA,NA,NA
Germany,DEU,1964,1.1,NA,NA,NA,NA
Germany,DEU,1965,1.1,NA,NA,NA,NA
Germany,DEU,1966,1.1,NA,NA,NA,NA
Germany,DEU,1967,1.2,NA,NA,NA,NA
Germany,DEU,1968,1.2,NA,NA,NA,NA
Germany,DEU,1969,1.3,NA,NA,NA,NA
Germany,DEU,1970,1.3,NA,NA,NA,NA
Germany,DEU,1971,1.4,NA,NA,NA,NA
Germany,DEU,1972,1.5,NA,NA,NA,NA
Germany,DEU,1973,1.6,NA,NA,NA,NA
Germany,DEU,1974,1.8,NA,NA,NA,NA
Germany,DEU,1975,1.9,NA,NA,NA,NA
Germany,DEU,1976,2,NA,NA,NA,NA
Germany,DEU,1977,1.5,NA,NA,NA,NA
Germany,DEU,1978,1,NA,NA,NA,NA
Germany,DEU,1979,1.6,NA,NA,NA,NA
Germany,DEU,1980,1.8,NA,NA,NA,NA
Germany,DEU,1981,2,NA,NA,NA,NA
Germany,DEU,1982,2.0999999,NA,NA,NA,NA
Germany,DEU,1983,2.2,NA,NA,NA,NA
Germany,DEU,1984,2.3,NA,NA,NA,NA
Germany,DEU,1985,2.3,NA,NA,NA,NA
Germany,DEU,1986,2.3,NA,NA,NA,NA
Germany,DEU,1987,2.3,NA,NA,NA,NA
Germany,DEU,1988,2.3,NA,NA,NA,NA
Germany,DEU,1989,2.2,NA,NA,NA,NA
Germany,DEU,1990,1.9,NA,NA,NA,25.5
Germany,DEU,1991,1.7,NA,NA,NA,25.9
Germany,DEU,1992,1.7,NA,NA,NA,26.1
Germany,DEU,1993,1.9,NA,NA,NA,26.4
Germany,DEU,1994,2,NA,NA,NA,26.6
Germany,DEU,1995,2.0999999,NA,NA,NA,26.700001
Germany,DEU,1996,2.0999999,NA,NA,NA,26.9
Germany,DEU,1997,2.3,NA,NA,NA,27
Germany,DEU,1998,2.3,NA,NA,NA,27.200001
Germany,DEU,1999,2.3,NA,NA,NA,27.5
Germany,DEU,2000,2.4000001,12.89999962,Mean duration,NA,27.700001
Germany,DEU,2001,2.4000001,12.89999962,Mean duration,NA,28
Germany,DEU,2002,2.5,12.89999962,Mean duration,NA,NA
Germany,DEU,2003,2.5999999,13.10000038,Mean duration,NA,28.4
Germany,DEU,2004,2.5999999,13.39999962,Mean duration,NA,28.799999
Germany,DEU,2005,2.4000001,13.60000038,Mean duration,NA,29.1
Germany,DEU,2006,2.3,13.69999981,Mean duration,NA,29.1
Germany,DEU,2007,2.3,13.89999962,Mean duration,NA,29.299999
Germany,DEU,2008,2.3,14.10000038,Mean duration,NA,29.6
Germany,DEU,2009,2.3,14.30000019,Mean duration,NA,29.799999
Germany,DEU,2010,2.3,14.19999981,Mean duration,NA,NA
Germany,DEU,2011,2.3,14.5,Mean duration,7.3,30.200001
Germany,DEU,2012,2.2,14.60000038,Mean duration,NA,NA
Germany,DEU,2013,2.0999999,14.69999981,Mean duration,NA,30.5
Germany,DEU,2014,2.0999999,14.69999981,Mean duration,NA,30.700001
Germany,DEU,2015,2,14.89999962,Mean duration,NA,30.9
Germany,DEU,2016,2,15,Mean duration,NA,31.1
Germany,DEU,2017,1.9,15,Mean duration,NA,31.200001
Germany,DEU,2018,NA,14.89999962,Mean duration,NA,NA
Ghana,GHA,1988,NA,NA,NA,NA,20.200001
Ghana,GHA,1993,NA,NA,NA,19.4,20.5
Ghana,GHA,1998,NA,NA,NA,NA,21
Ghana,GHA,1999,NA,NA,NA,16.7,NA
Ghana,GHA,2003,NA,NA,NA,13.6,22.4
Ghana,GHA,2006,NA,NA,NA,NA,22.799999
Ghana,GHA,2008,NA,NA,NA,14.5,23.4
Ghana,GHA,2011,NA,NA,NA,NA,23.799999
Ghana,GHA,2014,NA,NA,NA,13.9,24.5
Ghana,GHA,2017,NA,NA,NA,NA,23.700001
Gibraltar,GIB,1970,0.2,NA,NA,NA,21.5
Gibraltar,GIB,1981,3.5,NA,NA,NA,21.1
Gibraltar,GIB,1991,NA,NA,NA,NA,23.200001
Gibraltar,GIB,1999,3.3,NA,NA,NA,NA
Gibraltar,GIB,2001,NA,NA,NA,NA,26.799999
Gibraltar,GIB,2005,3.4000001,NA,NA,NA,NA
Gibraltar,GIB,2006,4.1999998,NA,NA,NA,NA
Gibraltar,GIB,2012,NA,NA,NA,NA,29.1
Greece,GRC,1960,0.30000001,NA,NA,NA,NA
Greece,GRC,1961,0.30000001,NA,NA,NA,NA
Greece,GRC,1962,0.40000001,NA,NA,NA,NA
Greece,GRC,1963,0.40000001,NA,NA,NA,NA
Greece,GRC,1964,0.40000001,NA,NA,NA,NA
Greece,GRC,1965,0.40000001,NA,NA,NA,NA
Greece,GRC,1966,0.40000001,NA,NA,NA,NA
Greece,GRC,1967,0.40000001,NA,NA,NA,NA
Greece,GRC,1968,0.40000001,NA,NA,NA,NA
Greece,GRC,1969,0.40000001,NA,NA,NA,NA
Greece,GRC,1970,0.40000001,NA,NA,NA,NA
Greece,GRC,1971,0.40000001,NA,NA,5.6,NA
Greece,GRC,1972,0.40000001,NA,NA,NA,NA
Greece,GRC,1973,0.5,NA,NA,NA,NA
Greece,GRC,1974,0.40000001,NA,NA,NA,NA
Greece,GRC,1975,0.40000001,NA,NA,NA,NA
Greece,GRC,1976,0.40000001,NA,NA,NA,NA
Greece,GRC,1977,0.5,NA,NA,NA,NA
Greece,GRC,1978,0.5,NA,NA,NA,NA
Greece,GRC,1979,0.5,NA,NA,NA,NA
Greece,GRC,1980,0.69999999,NA,NA,NA,NA
Greece,GRC,1981,0.69999999,NA,NA,4.6,NA
Greece,GRC,1982,0.60000002,NA,NA,NA,NA
Greece,GRC,1983,0.60000002,NA,NA,NA,NA
Greece,GRC,1984,0.89999998,NA,NA,NA,NA
Greece,GRC,1985,0.80000001,NA,NA,NA,NA
Greece,GRC,1986,0.89999998,NA,NA,NA,NA
Greece,GRC,1987,0.89999998,NA,NA,NA,NA
Greece,GRC,1988,0.80000001,NA,NA,NA,NA
Greece,GRC,1989,0.60000002,NA,NA,NA,NA
Greece,GRC,1990,0.60000002,NA,NA,NA,24.9
Greece,GRC,1991,0.60000002,NA,NA,5.4,25.200001
Greece,GRC,1992,0.60000002,NA,NA,NA,25.5
Greece,GRC,1993,0.69999999,NA,NA,NA,25.5
Greece,GRC,1994,0.69999999,NA,NA,NA,25.799999
